513033692428632067,기용,2024-10-23 22:10:03.704606,2024-10-23 22:10:05.370796,0:00:01.278017
513033692428632067,기용,2024-10-23 22:10:08.823912,2024-10-23 22:10:11.020898,0:00:01.717137
513033692428632067,기용,2024-10-23 22:12:24.960973,2024-10-23 22:12:31.307186,0:00:06.045078
513033692428632067,기용,2024-10-23 22:12:39.962505,2024-10-23 22:12:44.562288,0:00:04.271486
513033692428632067,기용,2024-10-23 22:14:38.055585,2024-10-23 22:14:47.841560,0:00:09.367984
513033692428632067,기용,2024-10-23 22:14:54.821098,2024-10-23 22:14:58.423892,0:00:03.260769
513033692428632067,기용,2024-10-23 22:18:05.380983,2024-10-23 22:18:09.027900,0:00:03.320768
513033692428632067,기용,2024-10-23 22:20:51.837207,2024-10-23 22:20:58.251704,0:00:06.123596
513033692428632067,기용,2024-10-23 22:21:03.802965,2024-10-23 22:21:08.744993,0:00:04.645213
513033692428632067,기용,2024-10-23 22:21:14.233738,2024-10-23 22:21:59.543773,0:00:44.917300
513033692428632067,기용,2024-10-23 22:30:27.831053,2024-10-23 22:30:32.677788,0:00:04.423481
513033692428632067,기용,2024-10-23 22:30:35.218517,2024-10-23 22:30:42.840643,0:00:07.294192
513033692428632067,기용,2024-10-23 22:36:16.814836,2024-10-23 22:36:35.749035,0:00:18.523234
513033692428632067,기용,2024-10-23 22:37:26.191913,2024-10-23 22:37:29.954792,0:00:03.402628
513033692428632067,기용,2024-10-23 22:40:00.339083,2024-10-23 22:40:08.561064,0:00:07.833704
513033692428632067,기용,2024-10-23 22:40:11.219339,2024-10-23 22:40:31.754011,0:00:20.098509
